ground_truth
"{'id': '56be4db0acb8001400a502ec', 'answers': {'text': ['Denver Broncos', 'Denver Broncos', 'Denver Broncos'], 'answer_start': [177, 177, 177]}}"
"{'id': '570961aa200fba1400367f17', 'answers': {'text': ['27 September 2001', '27 September 2001', 'September 2001'], 'answer_start': [423, 423, 426]}}"
"{'id': '570961aa200fba1400367f18', 'answers': {'text': ['Sky Digital', 'Sky Digital', 'Sky Digital platform'], 'answer_start': [481, 481, 481]}}"
"{'id': '570961aa200fba1400367f19', 'answers': {'text': ['3.5 million', '3.5 million', '3.5 million'], 'answer_start': [876, 876, 876]}}"
"{'id': '570963a5200fba1400367f33', 'answers': {'text': ['BSkyB', 'British Sky Broadcasting', 'British Sky Broadcasting'], 'answer_start': [53, 25, 25]}}"
"{'id': '570963a5200fba1400367f34', 'answers': {'text': ['telecommunications', 'telecommunications', 'British telecommunications company'], 'answer_start': [73, 73, 65]}}"
"{'id': '570963a5200fba1400367f35', 'answers': {'text': ['11 million', '11 million', '11 million customers'], 'answer_start': [321, 321, 321]}}"
"{'id': '570963a5200fba1400367f36', 'answers': {'text': ['Freeview', 'Freeview', 'Freeview'], 'answer_start': [428, 428, 428]}}"
"{'id': '57096505ed30961900e84082', 'answers': {'text': ['Sky Q Hub', 'Sky Q Hub', 'Sky Q Hub'], 'answer_start': [206, 206, 206]}}"
"{'id': '57096505ed30961900e84083', 'answers': {'text': ['Sky Q Silver set top boxes', 'the Sky Q Silver set top boxes', 'Sky Q Silver'], 'answer_start': [451, 447, 451]}}"
"{'id': '57096505ed30961900e84084', 'answers': {'text': ['share recordings', 'to share recordings and other media', 'share recordings'], 'answer_start': [611, 608, 611]}}"
"{'id': '57096505ed30961900e84085', 'answers': {'text': ['2016', 'later in 2016', '2016'], 'answer_start': [763, 754, 763]}}"
"{'id': '57096505ed30961900e84086', 'answers': {'text': ['2016', 'in 2016', '2016'], 'answer_start': [94, 91, 94]}}"
"{'id': '570966e0200fba1400367f4f', 'answers': {'text': ['DVB-compliant MPEG-2', 'DVB-compliant MPEG-2', 'MPEG-2'], 'answer_start': [46, 46, 60]}}"
"{'id': '570966e0200fba1400367f50', 'answers': {'text': ['Dolby Digital', 'Dolby Digital', 'Dolby Digital'], 'answer_start': [135, 135, 135]}}"
"{'id': '570966e0200fba1400367f51', 'answers': {'text': ['MPEG-4', 'MPEG-4', 'MPEG-4'], 'answer_start': [267, 267, 267]}}"
"{'id': '570966e0200fba1400367f52', 'answers': {'text': ['OpenTV', 'OpenTV', 'OpenTV'], 'answer_start': [383, 383, 383]}}"
"{'id': '570966e0200fba1400367f53', 'answers': {'text': ['DVB-S2', 'DVB-S2', 'DVB-compliant MPEG-2'], 'answer_start': [311, 311, 46]}}"
"{'id': '570967c4ed30961900e840ba', 'answers': {'text': ['1998', '1998', '1998'], 'answer_start': [33, 33, 33]}}"
"{'id': '570967c4ed30961900e840bb', 'answers': {'text': ['Astra 2A', 'the Astra 2A', 'Astra 2A'], 'answer_start': [63, 59, 63]}}"
"{'id': '570967c4ed30961900e840bc', 'answers': {'text': [""Eutelsat's Eurobird 1"", ""Eutelsat's Eurobird 1"", ""Eutelsat's Eurobird 1""], 'answer_start': [260, 260, 260]}}"
"{'id': '570967c4ed30961900e840bd', 'answers': {'text': ['hundreds', 'hundreds', 'hundreds'], 'answer_start': [403, 403, 403]}}"
"{'id': '570967c4ed30961900e840be', 'answers': {'text': ['28.5°E', '28.5°E', '28.5°E'], 'answer_start': [551, 551, 551]}}"
"{'id': '5709686c200fba1400367f77', 'answers': {'text': ['22 May 2006', 'on 22 May 2006', '22 May 2006'], 'answer_start': [45, 42, 45]}}"
"{'id': '5709686c200fba1400367f78', 'answers': {'text': ['40,000', '40,000', '40,000'], 'answer_start': [98, 98, 98]}}"
"{'id': '5709686c200fba1400367f79', 'answers': {'text': ['Thomson', 'Thomson', 'STB'], 'answer_start': [293, 293, 270]}}"
"{'id': '5709686c200fba1400367f7a', 'answers': {'text': ['17,000', '17,000', '17,000'], 'answer_start': [495, 495, 495]}}"
"{'id': '5709686c200fba1400367f7b', 'answers': {'text': ['4,222,000', '4,222,000', '4,222,000'], 'answer_start': [643, 643, 643]}}"
"{'id': '57096b66200fba1400367fa7', 'answers': {'text': ['8 February 2007', 'On 8 February 2007', '8 February 2007'], 'answer_start': [3, 0, 3]}}"
"{'id': '57096b66200fba1400367fa8', 'answers': {'text': ['March', 'in March', 'March'], 'answer_start': [412, 409, 412]}}"
"{'id': '57096b66200fba1400367fa9', 'answers': {'text': ['digital terrestrial', 'digital terrestrial', 'digital terrestrial'], 'answer_start': [451, 451, 451]}}"
"{'id': '57096b66200fba1400367faa', 'answers': {'text': ['Virgin Media', 'Virgin Media', 'Virgin Media'], 'answer_start': [535, 535, 535]}}"
"{'id': '57096b66200fba1400367fab', 'answers': {'text': ['English Premier League Football', 'English Premier League Football', 'sport (including English Premier League Football), films, entertainment and news'], 'answer_start': [264, 264, 247]}}"
"{'id': '57096c95200fba1400367fbb', 'answers': {'text': ['free-to-view', 'free-to-view', 'free-to-air'], 'answer_start': [327, 327, 227]}}"
"{'id': '57096c95200fba1400367fbc', 'answers': {'text': ['monthly subscription', 'a monthly subscription', 'monthly subscription'], 'answer_start': [375, 373, 375]}}"
"{'id': '57096c95200fba1400367fbd', 'answers': {'text': ['VideoGuard UK', 'VideoGuard UK', 'VideoGuard UK'], 'answer_start': [465, 465, 465]}}"
"{'id': '57096c95200fba1400367fbe', 'answers': {'text': ['Ku band', '9.75/10.600 GHz', 'universal Ku band'], 'answer_start': [24, 37, 14]}}"
"{'id': '57096c95200fba1400367fbf', 'answers': {'text': ['Sky', 'Sky', 'Sky service'], 'answer_start': [532, 532, 532]}}"
"{'id': '57096e1ced30961900e84102', 'answers': {'text': ['1991', 'autumn of 1991', '1991'], 'answer_start': [17, 7, 17]}}"
"{'id': '57096e1ced30961900e84103', 'answers': {'text': ['ITV', 'ITV', 'ITV'], 'answer_start': [129, 129, 129]}}"
"{'id': '57096e1ced30961900e84104', 'answers': {'text': ['£34m', '£34m', '£34m per year'], 'answer_start': [249, 249, 249]}}"
"{'id': '57096e1ced30961900e84105', 'answers': {'text': ['BBC', 'The BBC', 'BBC'], 'answer_start': [354, 350, 354]}}"
"{'id': '57096e1ced30961900e84106', 'answers': {'text': ['£304m', '£304m', '£304m'], 'answer_start': [426, 426, 426]}}"
"{'id': '57096f37200fba1400367fe5', 'answers': {'text': ['Ofcom', 'Ofcom', 'Ofcom'], 'answer_start': [134, 134, 134]}}"
"{'id': '57096f37200fba1400367fe6', 'answers': {'text': ['£15–100,000', '£15–100,000', '£15–100,000'], 'answer_start': [283, 283, 283]}}"
"{'id': '57096f37200fba1400367fe7', 'answers': {'text': ['no', 'no', 'Third-party channels'], 'answer_start': [10, 10, 296]}}"
"{'id': '57096f37200fba1400367fe8', 'answers': {'text': ['not', 'not', 'BSkyB does not carry any control'], 'answer_start': [529, 529, 518]}}"
"{'id': '57096f37200fba1400367fe9', 'answers': {'text': ['not', 'not', 'BSkyB does not carry any control'], 'answer_start': [529, 529, 518]}}"
"{'id': '57097051ed30961900e84132', 'answers': {'text': ['1 October 1998', '1 October 1998', '1 October 1998'], 'answer_start': [51, 51, 51]}}"
"{'id': '57097051ed30961900e84133', 'answers': {'text': ['Sky Digital', 'Sky Digital', 'Sky Digital'], 'answer_start': [81, 81, 81]}}"
"{'id': '57097051ed30961900e84134', 'answers': {'text': ['Sky Active', 'Open', 'Sky Active'], 'answer_start': [434, 414, 434]}}"
"{'id': '57097051ed30961900e84135', 'answers': {'text': ['ONdigital', 'ONdigital', 'ONdigital'], 'answer_start': [470, 470, 470]}}"
"{'id': '57097051ed30961900e84136', 'answers': {'text': ['100,000', 'over 100,000', '100,000'], 'answer_start': [562, 557, 562]}}"
"{'id': '57097141200fba1400367ff9', 'answers': {'text': ['2007', '2007', '2007'], 'answer_start': [28, 28, 28]}}"
"{'id': '57097141200fba1400367ffa', 'answers': {'text': ['Virgin Media', 'Virgin Media', 'Virgin Media'], 'answer_start': [0, 0, 0]}}"
"{'id': '57097141200fba1400367ffb', 'answers': {'text': ['Video On Demand', 'Video On Demand service', '(HDTV)'], 'answer_start': [552, 552, 98]}}"
"{'id': '57097141200fba1400367ffc', 'answers': {'text': ['BBC HD', 'BBC HD', 'BBC HD'], 'answer_start': [215, 215, 215]}}"
"{'id': '57097141200fba1400367ffd', 'answers': {'text': ['Channel 4 HD', 'Channel 4 HD', 'Channel 4 HD'], 'answer_start': [431, 431, 431]}}"
"{'id': '57097b50200fba140036804d', 'answers': {'text': ['10 million', '10 million', '10 million'], 'answer_start': [61, 61, 61]}}"
"{'id': '57097b50200fba140036804e', 'answers': {'text': ['25m', '25m people', '36% of households'], 'answer_start': [287, 287, 222]}}"
"{'id': '57097b50200fba140036804f', 'answers': {'text': ['August 2004', 'August 2004', 'August 2004'], 'answer_start': [333, 333, 333]}}"
"{'id': '57097b50200fba1400368050', 'answers': {'text': ['36%', '36% of households', '2.4m customers'], 'answer_start': [222, 222, 371]}}"
"{'id': '57097b50200fba1400368051', 'answers': {'text': ['flattened', 'flattened', 'flattened'], 'answer_start': [559, 559, 559]}}"
"{'id': '57097c8fed30961900e841f2', 'answers': {'text': ['Welfare Cash Card', 'Welfare Cash Card', 'Welfare Cash Card'], 'answer_start': [558, 558, 558]}}"
"{'id': '57097c8fed30961900e841f3', 'answers': {'text': ['essentials', 'only ""essentials""', 'essentials'], 'answer_start': [673, 667, 673]}}"
"{'id': '57097c8fed30961900e841f4', 'answers': {'text': ['often damaging', 'often damaging', 'often damaging'], 'answer_start': [406, 406, 406]}}"
"{'id': '57097c8fed30961900e841f5', 'answers': {'text': ['Sky TV bills', 'claimants\' ""Sky TV bills', 'claimants'], 'answer_start': [108, 96, 96]}}"
"{'id': '57097c8fed30961900e841f6', 'answers': {'text': [""a man's presence"", 'mother is wrongly claiming to be living alone', ""betray a man's presence in the household""], 'answer_start': [290, 180, 283]}}"
"{'id': '57097d63ed30961900e841fc', 'answers': {'text': ['£30m', '£30m', '£30m'], 'answer_start': [53, 53, 53]}}"
"{'id': '57097d63ed30961900e841fd', 'answers': {'text': ['no', 'no indication', 'no indication'], 'answer_start': [224, 224, 224]}}"
"{'id': '57097d63ed30961900e841fe', 'answers': {'text': ['Virgin Media', 'Virgin Media', 'Virgin Media'], 'answer_start': [419, 419, 419]}}"
"{'id': '57097d63ed30961900e841ff', 'answers': {'text': ['BSkyB', 'BSkyB', 'BSkyB'], 'answer_start': [409, 409, 409]}}"
"{'id': '57097d63ed30961900e84200', 'answers': {'text': ['basic channels', 'the carriage of their respective basic channels', 'carriage of their respective basic channels'], 'answer_start': [543, 510, 514]}}"
"{'id': '570d2417fed7b91900d45c3d', 'answers': {'text': ['diversified', 'highly diversified', 'highly diversified'], 'answer_start': [34, 27, 27]}}"
"{'id': '570d2417fed7b91900d45c3e', 'answers': {'text': ['second', 'second', 'second'], 'answer_start': [266, 266, 266]}}"
"{'id': '570d2417fed7b91900d45c3f', 'answers': {'text': ['fourth', 'fourth', 'fourth'], 'answer_start': [315, 315, 315]}}"
"{'id': '570d2417fed7b91900d45c40', 'answers': {'text': ['Melbourne', 'Melbourne', 'Melbourne'], 'answer_start': [536, 401, 401]}}"
"{'id': '570d2417fed7b91900d45c41', 'answers': {'text': ['Melbourne Cricket Ground', 'The Melbourne Cricket Ground', 'Melbourne Cricket Ground'], 'answer_start': [536, 532, 536]}}"
"{'id': '570d2556fed7b91900d45c47', 'answers': {'text': ['Bendigo', 'Bendigo', 'Bendigo'], 'answer_start': [181, 181, 181]}}"
"{'id': '570d2556fed7b91900d45c48', 'answers': {'text': ['New South Wales', 'New South Wales', 'New South Wales'], 'answer_start': [348, 348, 348]}}"
"{'id': '570d2556fed7b91900d45c49', 'answers': {'text': ['Buckland Valley', 'Buckland Valley near Bright', 'Buckland Valley'], 'answer_start': [394, 394, 394]}}"
"{'id': '570d2556fed7b91900d45c4a', 'answers': {'text': ['over 1,000', '1,000', '1,000'], 'answer_start': [547, 552, 552]}}"
"{'id': '570d2556fed7b91900d45c4b', 'answers': {'text': ['cramped and unsanitary', 'cramped and unsanitary', 'cramped and unsanitary'], 'answer_start': [466, 466, 466]}}"
"{'id': '570d26efb3d812140066d48f', 'answers': {'text': ['multi-member proportional', 'multi-member proportional', 'multi-member proportional representation system'], 'answer_start': [84, 84, 84]}}"
"{'id': '570d26efb3d812140066d490', 'answers': {'text': ['eight', 'eight', 'eight'], 'answer_start': [172, 172, 172]}}"
"{'id': '570d26efb3d812140066d491', 'answers': {'text': ['five', 'five', 'five'], 'answer_start': [226, 226, 226]}}"
"{'id': '570d26efb3d812140066d492', 'answers': {'text': ['four years', 'four years', 'four years'], 'answer_start': [418, 418, 418]}}"
"{'id': '570d26efb3d812140066d493', 'answers': {'text': ['every four years', 'every four years', 'four years'], 'answer_start': [505, 505, 511]}}"
"{'id': '570d28bdb3d812140066d4a3', 'answers': {'text': ['Australian Labor Party', 'Australian Labor Party', 'Labor'], 'answer_start': [16, 16, 233]}}"
"{'id': '570d28bdb3d812140066d4a4', 'answers': {'text': ['Liberal Party', 'Liberal Party of Australia', 'Liberals'], 'answer_start': [63, 63, 373]}}"
"{'id': '570d28bdb3d812140066d4a5', 'answers': {'text': ['National Party', 'National Party of Australia', 'Nationals'], 'answer_start': [107, 107, 498]}}"
"{'id': '570d28bdb3d812140066d4a6', 'answers': {'text': ['The Greens', 'Australian Greens', 'Greens'], 'answer_start': [584, 161, 588]}}"
"{'id': '570d28bdb3d812140066d4a7', 'answers': {'text': ['Labor', 'Australian Labor Party', 'Labor'], 'answer_start': [233, 16, 233]}}"
"{'id': '570d29c2b3d812140066d4bd', 'answers': {'text': ['61.1%', '61.1%', '61.1%'], 'answer_start': [6, 6, 6]}}"
"{'id': '570d29c2b3d812140066d4be', 'answers': {'text': ['26.7%', '26.7%', '26.7%'], 'answer_start': [134, 134, 134]}}"
"{'id': '570d29c2b3d812140066d4bf', 'answers': {'text': ['Buddhism', 'Buddhism', 'Buddhism'], 'answer_start': [226, 226, 226]}}"
"{'id': '570d29c2b3d812140066d4c0', 'answers': {'text': ['168,637', '168,637', '168,637'], 'answer_start': [287, 287, 287]}}"
"{'id': '570d29c2b3d812140066d4c1', 'answers': {'text': ['20%', '20%', '20%'], 'answer_start': [440, 440, 440]}}"
"{'id': '570d2af0fed7b91900d45c93', 'answers': {'text': ['south-east', 'south-east', 'the south-east of Australia'], 'answer_start': [48, 48, 44]}}"
"{'id': '570d2af0fed7b91900d45c94', 'answers': {'text': ['most densely populated', 'most', 'most densely populated state'], 'answer_start': [97, 97, 97]}}"
"{'id': '570d2af0fed7b91900d45c95', 'answers': {'text': ['second', 'second-most', 'second-most populous'], 'answer_start': [134, 134, 134]}}"
"{'id': '570d2af0fed7b91900d45c96', 'answers': {'text': ['Melbourne', 'Melbourne', 'Melbourne'], 'answer_start': [321, 321, 321]}}"
"{'id': '570d2af0fed7b91900d45c97', 'answers': {'text': ['second-largest', 'second-largest', 'second-largest city'], 'answer_start': [353, 353, 353]}}"
"{'id': '570d2c20fed7b91900d45ca7', 'answers': {'text': ['Koori', 'Koori', 'Koori'], 'answer_start': [146, 146, 146]}}"
"{'id': '570d2c20fed7b91900d45ca8', 'answers': {'text': ['1788', '1788', '1788'], 'answer_start': [254, 254, 254]}}"
"{'id': '570d2c20fed7b91900d45ca9', 'answers': {'text': ['New South Wales', 'New South Wales', 'New South Wales'], 'answer_start': [305, 305, 305]}}"
"{'id': '570d2c20fed7b91900d45caa', 'answers': {'text': ['Sullivan Bay', 'Sullivan Bay', 'Sullivan Bay'], 'answer_start': [375, 375, 375]}}"
"{'id': '570d2c20fed7b91900d45cab', 'answers': {'text': ['1803', '1803', '1803'], 'answer_start': [367, 367, 367]}}"
"{'id': '570d2d68fed7b91900d45cbb', 'answers': {'text': ['26,000 square kilometres', '26,000 square kilometres', '26,000 square kilometres'], 'answer_start': [10, 10, 10]}}"
"{'id': '570d2d68fed7b91900d45cbc', 'answers': {'text': ['50%', '50%', '50%'], 'answer_start': [130, 130, 130]}}"
"{'id': '570d2d68fed7b91900d45cbd', 'answers': {'text': ['6,000 square kilometres', '6,000 square kilometres', '6,000 square kilometres'], 'answer_start': [208, 208, 208]}}"
"{'id': '570d2d68fed7b91900d45cbe', 'answers': {'text': ['90%', '90%', '90%'], 'answer_start': [401, 401, 401]}}"
"{'id': '570d2d68fed7b91900d45cbf', 'answers': {'text': ['270,000', '270,000', '121,200'], 'answer_start': [618, 618, 590]}}"
"{'id': '570d2f5bfed7b91900d45ccf', 'answers': {'text': ['1975', '1975', '1975'], 'answer_start': [47, 47, 47]}}"
"{'id': '570d2f5bfed7b91900d45cd0', 'answers': {'text': ['1855 colonial constitution', 'the 1855 colonial constitution', '1855 colonial constitution'], 'answer_start': [70, 66, 70]}}"
"{'id': '570d2f5bfed7b91900d45cd1', 'answers': {'text': ['Parliament of Victoria', 'the Parliament of Victoria', 'Parliament of Victoria'], 'answer_start': [337, 333, 337]}}"
"{'id': '570d2f5bfed7b91900d45cd2', 'answers': {'text': ['""entrenched"" provisions', 'certain ""entrenched"" provisions', '""entrenched"" provisions'], 'answer_start': [380, 372, 380]}}"
"{'id': '570d2f5bfed7b91900d45cd3', 'answers': {'text': ['Victoria Constitution Act 1855', 'the Victoria Constitution Act 1855', 'Victoria Constitution Act 185'], 'answer_start': [145, 141, 145]}}"
"{'id': '570d30fdfed7b91900d45ce3', 'answers': {'text': ['warmest regions', 'semi-deserts', 'semi-deserts'], 'answer_start': [44, 95, 95]}}"
"{'id': '570d30fdfed7b91900d45ce4', 'answers': {'text': ['32 °C', '32 °C', '32 °C (90 °F)'], 'answer_start': [137, 137, 137]}}"
"{'id': '570d30fdfed7b91900d45ce5', 'answers': {'text': ['15 °C', '15 °C', '15 °C (59 °F)'], 'answer_start': [169, 169, 169]}}"
"{'id': '570d30fdfed7b91900d45ce6', 'answers': {'text': ['48.8 °C', '48.8 °C', '48.8 °C (119.8 °F)'], 'answer_start': [387, 387, 387]}}"
"{'id': '570d30fdfed7b91900d45ce7', 'answers': {'text': ['2009', 'the 2009 southeastern Australia heat wave', '7 February 2009'], 'answer_start': [462, 458, 434]}}"
"{'id': '570d32e4fed7b91900d45d01', 'answers': {'text': ['state or government', 'state or government schools', 'state or government schools'], 'answer_start': [89, 89, 89]}}"
"{'id': '570d32e4fed7b91900d45d02', 'answers': {'text': ['Victoria Department of Education', 'the Victoria Department of Education', 'Victoria Department of Education'], 'answer_start': [153, 149, 153]}}"
"{'id': '570d32e4fed7b91900d45d03', 'answers': {'text': ['some extra costs', 'some extra costs are levied', 'extra costs'], 'answer_start': [226, 226, 231]}}"
"{'id': '570d32e4fed7b91900d45d04', 'answers': {'text': ['Roman Catholic Church', 'the Roman Catholic Church', 'Roman Catholic'], 'answer_start': [316, 312, 316]}}"
"{'id': '570d32e4fed7b91900d45d05', 'answers': {'text': ['curriculum', 'curriculum standards', 'curriculum'], 'answer_start': [644, 644, 644]}}"
"{'id': '570d3468b3d812140066d543', 'answers': {'text': ['major car brands', 'major car brands', 'car'], 'answer_start': [77, 77, 258]}}"
"{'id': '570d3468b3d812140066d544', 'answers': {'text': ['2017', '2017', '2017'], 'answer_start': [341, 341, 341]}}"
"{'id': '570d3468b3d812140066d545', 'answers': {'text': ['May 2013', 'in May 2013', '2013'], 'answer_start': [381, 378, 385]}}"
"{'id': '570d3468b3d812140066d546', 'answers': {'text': ['October 2016', 'in October 2016', '2013'], 'answer_start': [515, 512, 385]}}"
